Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.2.25-224.0.0.251-5353-5353-17,192.168.2.25,5353,224.0.0.251,5353,17,7/9/2018 17:32,96499858,2,1,167,81,86,81,83.5,3.53553,81,81,81,0,2.56995,0.03109,4.82E+07,2.75E+07,6.77E+07,2.88E+07,2.88E+07,2.88E+07,0,2.88E+07,2.88E+07,0,0,0,0,0,0,0,0,0,16,8,0.02073,0.01036,81,86,82.25,2.5,6.25,0,0,0,0,0,0,0,0,0,109.66667,83.5,81,0,0,0,0,0,0,2,167,1,81,-1,-1,2,0,0,0,0,0,4.82E+07,2.75E+07,6.77E+07,2.88E+07,No Label
192.168.11.29-239.255.255.250-53876-1900-17,192.168.11.29,53876,239.255.255.250,1900,17,7/9/2018 17:32,3001732,3,1,519,173,173,173,173,0,173,173,173,0,230.53357,1.33256,1000577.333,344.72356,1000969,1000320,2000763,1000381.5,86.97413,1000443,1000320,0,0,0,0,0,0,0,0,0,24,8,0.99942,0.33314,173,173,173,0,0,0,0,0,0,0,0,0,0,0,216.25,173,173,0,0,0,0,0,0,3,519,1,173,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-192.168.10.20-53-59042-17,192.168.10.20,59042,192.168.1.1,53,17,7/9/2018 17:36,3784,0,2,0,387,0,0,0,0,339,48,193.5,205.76807,102272.7273,528.54123,3784,0,3784,3784,0,0,0,0,0,3784,3784,0,3784,3784,0,0,0,0,0,16,0,528.54123,48,339,145,168.00893,28227,0,0,0,0,0,0,0,0,0,217.5,0,193.5,0,0,0,0,0,0,0,0,2,387,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.27.31-239.255.255.250-50994-1900-17,192.168.27.31,50994,239.255.255.250,1900,17,7/9/2018 17:36,27128080,8,1,776,97,97,97,97,0,97,97,97,0,32.18068,0.33176,3391010,526140.5263,4027119,3008543,2.31E+07,3300323.429,496188.7975,4027119,3008543,0,0,0,0,0,0,0,0,0,64,8,0.2949,0.03686,97,97,97,0,0,0,0,0,0,0,0,0,0,0,107.77778,97,97,0,0,0,0,0,0,8,776,1,97,-1,-1,8,0,0,0,0,0,0,0,0,0,No Label
192.168.39.17-239.255.255.250-61867-1900-17,192.168.39.17,61867,239.255.255.250,1900,17,7/9/2018 17:34,3023734,3,1,522,174,174,174,174,0,174,174,174,0,230.17898,1.32287,1007911.333,1665.42317,1009833,1006887,2016847,1008423.5,1993.33402,1009833,1007014,0,0,0,0,0,0,0,0,0,24,8,0.99215,0.33072,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.37.23-239.255.255.250-50315-1900-17,192.168.37.23,50315,239.255.255.250,1900,17,7/9/2018 17:36,3015438,3,1,522,174,174,174,174,0,174,174,174,0,230.81224,1.32651,1005146,7338.27112,1013613,1000625,2001825,1000912.5,406.5864,1001200,1000625,0,0,0,0,0,0,0,0,0,24,8,0.99488,0.33163,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.39.26-239.255.255.250-54151-1900-17,192.168.39.26,54151,239.255.255.250,1900,17,7/9/2018 17:35,3003813,3,1,522,174,174,174,174,0,174,174,174,0,231.7055,1.33164,1001271,140.91487,1001422,1001143,2002670,1001335,123.03658,1001422,1001248,0,0,0,0,0,0,0,0,0,24,8,0.99873,0.33291,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.10.20-239.255.255.250-64998-1900-17,192.168.10.20,64998,239.255.255.250,1900,17,7/9/2018 17:33,3001321,3,1,522,174,174,174,174,0,174,174,174,0,231.89789,1.33275,1000440.333,543.12276,1001059,1000042,2000262,1000131,125.86501,1000220,1000042,0,0,0,0,0,0,0,0,0,24,8,0.99956,0.33319,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-192.168.10.20-53-61305-17,192.168.10.20,61305,192.168.1.1,53,17,7/9/2018 17:36,3891,0,2,0,293,0,0,0,0,250,43,146.5,146.3711,75301.97893,514.00668,3891,0,3891,3891,0,0,0,0,0,3891,3891,0,3891,3891,0,0,0,0,0,16,0,514.00668,43,250,112,119.51151,14283,0,0,0,0,0,0,0,0,0,168,0,146.5,0,0,0,0,0,0,0,0,2,293,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.2.25-239.255.255.250-55247-1900-17,192.168.2.25,55247,239.255.255.250,1900,17,7/9/2018 17:37,3002121,3,1,513,171,171,171,171,0,171,171,171,0,227.83892,1.33239,1000707,330.60097,1000995,1000346,2001341,1000670.5,458.9123,1000995,1000346,0,0,0,0,0,0,0,0,0,24,8,0.99929,0.3331,171,171,171,0,0,0,0,0,0,0,0,0,0,0,213.75,171,171,0,0,0,0,0,0,3,513,1,171,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-192.168.10.20-53-61500-17,192.168.10.20,61500,192.168.1.1,53,17,7/9/2018 17:36,4082,0,2,0,380,0,0,0,0,335,45,190,205.06097,93091.62175,489.9559,4082,0,4082,4082,0,0,0,0,0,4082,4082,0,4082,4082,0,0,0,0,0,16,0,489.9559,45,335,141.66667,167.43158,28033.33333,0,0,0,0,0,0,0,0,0,212.5,0,190,0,0,0,0,0,0,0,0,2,380,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
172.217.1.2-192.168.10.20-443-61501-17,192.168.10.20,61501,172.217.1.2,443,17,7/9/2018 17:36,4585960,47,83,5043,97695,1350,28,107.29787,277.71145,1350,16,1177.04819,426.38011,22402.72484,28.34739,35550.07752,363664.7504,4124259,0,4585851,99692.41304,607999.0232,4124259,19,4560566,55616.65854,458134.7456,4143795,0,0,0,0,0,376,664,10.24867,18.09872,16,1350,794.56489,639.14573,408507.2631,0,0,0,0,0,0,0,0,1,800.67692,107.29787,1177.04819,0,0,0,0,0,0,47,5043,83,97695,-1,-1,47,0,0,0,0,0,0,0,0,0,No Label
172.217.8.164-192.168.10.20-443-53883-6,192.168.10.20,53883,172.217.8.164,443,6,7/9/2018 17:36,45106364,10,12,2868,575,1911,0,286.8,596.77034,224,0,47.91667,72.60661,76.33069,0.48774,2147922.095,9818702.738,4.50E+07,0,4.51E+07,5008084.667,1.50E+07,4.50E+07,19,4.51E+07,4100578.545,1.36E+07,4.50E+07,0,0,0,0,0,200,276,0.2217,0.26604,0,1911,149.69565,404.40163,163540.6759,0,1,0,0,0,0,0,0,1,156.5,286.8,47.91667,0,0,0,0,0,0,10,2868,12,575,-1,268,7,0,90507,0,90507,90507,4.50E+07,0,4.50E+07,4.50E+07,No Label
192.168.11.29-239.255.255.250-52203-1900-17,192.168.11.29,52203,239.255.255.250,1900,17,7/9/2018 17:36,6000480,2,1,274,137,137,137,137,0,137,137,137,0,68.49452,0.49996,3000240,113.13708,3000320,3000160,3000160,3000160,0,3000160,3000160,0,0,0,0,0,0,0,0,0,16,8,0.33331,0.16665,137,137,137,0,0,0,0,0,0,0,0,0,0,0,182.66667,137,137,0,0,0,0,0,0,2,274,1,137,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
172.217.1.2-192.168.10.20-443-57667-17,192.168.10.20,57667,172.217.1.2,443,17,7/9/2018 17:36,15703691,23,31,7461,21127,1350,23,324.3913,497.12864,1350,16,681.51613,640.32559,1820.46374,3.43868,296296.0566,2054770.556,1.50E+07,0,1.57E+07,712561.4546,3185041.451,1.50E+07,21,1.57E+07,523456.3667,2734289.234,1.50E+07,0,0,0,0,0,184,248,1.46462,1.97406,16,1350,544.32727,609.83638,371900.4094,0,0,0,0,0,0,0,0,1,554.40741,324.3913,681.51613,0,0,0,0,0,0,23,7461,31,21127,-1,-1,23,0,706475,0,706475,706475,1.50E+07,0,1.50E+07,1.50E+07,No Label
192.168.16.18-255.255.255.255-68-67-17,192.168.16.18,68,255.255.255.255,67,17,7/9/2018 17:32,88631574,1,1,300,300,300,300,300,0,300,300,300,0,6.7696,0.02257,8.86E+07,0,8.86E+07,8.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.01128,0.01128,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,8.86E+07,0,8.86E+07,8.86E+07,No Label
192.168.39.18-239.255.255.250-53402-1900-17,192.168.39.18,53402,239.255.255.250,1900,17,7/9/2018 17:33,3000239,3,1,522,174,174,174,174,0,174,174,174,0,231.98152,1.33323,1000079.667,193.52605,1000275,999888,2000163,1000081.5,273.65032,1000275,999888,0,0,0,0,0,0,0,0,0,24,8,0.99992,0.33331,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.39.17-224.0.0.22-0-0-0,192.168.39.17,0,224.0.0.22,0,0,7/9/2018 17:35,238492,4,1,0,0,0,0,0,0,0,0,0,0,0,20.96506,59623,115836.6899,233367,2,236541,78847,133827.6318,233367,2,0,0,0,0,0,0,0,0,0,0,0,16.77205,4.19301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.39.17-239.255.255.250-62481-1900-17,192.168.39.17,62481,239.255.255.250,1900,17,7/9/2018 17:36,3026688,3,1,522,174,174,174,174,0,174,174,174,0,229.95433,1.32158,1008896,1935.6371,1010030,1006661,2020027,1010013.5,23.33452,1010030,1009997,0,0,0,0,0,0,0,0,0,24,8,0.99118,0.33039,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.19.27-239.255.255.250-54723-1900-17,192.168.19.27,54723,239.255.255.250,1900,17,7/9/2018 17:36,3000631,3,1,522,174,174,174,174,0,174,174,174,0,231.95121,1.33305,1000210.333,403.24724,1000647,999852,1999984,999992,197.9899,1000132,999852,0,0,0,0,0,0,0,0,0,24,8,0.99979,0.33326,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.37.23-239.255.255.250-56099-1900-17,192.168.37.23,56099,239.255.255.250,1900,17,7/9/2018 17:32,3040212,3,1,522,174,174,174,174,0,174,174,174,0,228.9314,1.3157,1013404,2677.06929,1015024,1010314,2029898,1014949,106.06602,1015024,1014874,0,0,0,0,0,0,0,0,0,24,8,0.98677,0.32892,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.39.21-239.255.255.250-56422-1900-17,192.168.39.21,56422,239.255.255.250,1900,17,7/9/2018 17:35,3013228,3,1,522,174,174,174,174,0,174,174,174,0,230.98153,1.32748,1004409.333,5068.70135,1010196,1000756,2003032,1001516,1074.80231,1002276,1000756,0,0,0,0,0,0,0,0,0,24,8,0.99561,0.33187,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.1-192.168.10.20-53-57941-17,192.168.10.20,57941,192.168.1.1,53,17,7/9/2018 17:36,591,0,2,0,230,0,0,0,0,197,33,115,115.96551,389170.8968,3384.09475,591,0,591,591,0,0,0,0,0,591,591,0,591,591,0,0,0,0,0,16,0,3384.09475,33,197,87.66667,94.68544,8965.33333,0,0,0,0,0,0,0,0,0,131.5,0,115,0,0,0,0,0,0,0,0,2,230,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.9.16-239.255.255.250-62096-1900-17,192.168.9.16,62096,239.255.255.250,1900,17,7/9/2018 17:35,3012065,3,1,522,174,174,174,174,0,174,174,174,0,231.07071,1.32799,1004021.667,9984.33795,1015420,996824,2015241,1007620.5,11030.15868,1015420,999821,0,0,0,0,0,0,0,0,0,24,8,0.99599,0.332,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.39.28-239.255.255.250-59081-1900-17,192.168.39.28,59081,239.255.255.250,1900,17,7/9/2018 17:36,3021365,3,1,522,174,174,174,174,0,174,174,174,0,230.35946,1.3239,1007121.667,3112.52636,1010297,1004076,2017289,1008644.5,2336.98791,1010297,1006992,0,0,0,0,0,0,0,0,0,24,8,0.99293,0.33098,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.217.1.2-192.168.10.20-443-61311-17,192.168.10.20,61311,172.217.1.2,443,17,7/9/2018 17:36,133962,8,8,2946,4771,1350,28,368.25,457.15885,1350,23,596.375,654.50351,57605.88824,119.43686,8930.8,11722.68967,31084,1,133807,19115.28571,22803.13301,63185,20,108848,15549.71429,14065.94296,31084,1,0,0,0,0,64,64,59.71843,59.71843,23,1350,533.35294,579.78131,336146.3677,0,0,0,0,0,0,0,0,1,566.6875,368.25,596.375,0,0,0,0,0,0,8,2946,8,4771,-1,-1,8,0,0,0,0,0,0,0,0,0,No Label
192.168.39.18-239.255.255.250-53443-1900-17,192.168.39.18,53443,239.255.255.250,1900,17,7/9/2018 17:35,3000454,3,1,522,174,174,174,174,0,174,174,174,0,231.9649,1.33313,1000151.333,180.42265,1000256,999943,2000199,1000099.5,221.32442,1000256,999943,0,0,0,0,0,0,0,0,0,24,8,0.99985,0.33328,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
