Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.217.0.110-192.168.10.20-443-63287-17,192.168.10.20,63287,172.217.0.110,443,17,7/9/2018 17:35,105005807,35,42,10001,9232,1350,23,285.74286,353.32549,1350,16,219.80952,426.90755,183.1613,0.73329,1381655.355,3789529.981,1.90E+07,0,1.05E+08,3086669.324,5221179.15,1.90E+07,15,1.05E+08,2561117.244,4896540.792,1.90E+07,0,0,0,0,0,280,336,0.33331,0.39998,16,1350,263.88462,410.80747,168762.7787,0,0,0,0,0,0,0,0,1,267.31169,285.74286,219.80952,0,0,0,0,0,0,35,10001,42,9232,-1,-1,35,0,3126511.429,4460742.99,1.16E+07,27084,1.19E+07,5313462.779,1.90E+07,5890013,No Label
192.168.10.20-66.97.30.141-61308-443-17,192.168.10.20,61308,66.97.30.141,443,17,7/9/2018 17:36,57742650,3302,26692,112765,3.58E+07,893,28,34.15051,53.56759,1350,20,1342.45984,76.49791,622515.6449,519.44273,1925.20421,95156.22,5859696,0,5.77E+07,17492.22266,286416.8949,5859990,12,5.77E+07,2163.3753,100987.7521,5864648,0,0,0,0,0,26416,213536,57.18477,462.25797,20,1350,1198.43484,416.19139,173215.276,0,0,0,0,0,0,0,0,8,1198.47479,34.15051,1342.45984,0,0,0,0,0,0,3302,112765,26692,35832938,-1,-1,3302,0,8681987.667,4802161.905,1.41E+07,5081081,5569896.667,354194.5014,5859696,5175065,No Label
192.168.17.20-239.255.255.250-59168-1900-17,192.168.17.20,59168,239.255.255.250,1900,17,7/9/2018 17:33,3000668,3,1,519,173,173,173,173,0,173,173,173,0,230.61532,1.33304,1000222.667,275.02061,1000529,999997,2000139,1000069.5,102.53048,1000142,999997,0,0,0,0,0,0,0,0,0,24,8,0.99978,0.33326,173,173,173,0,0,0,0,0,0,0,0,0,0,0,216.25,173,173,0,0,0,0,0,0,3,519,1,173,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.11.28-239.255.255.250-50604-1900-17,192.168.11.28,50604,239.255.255.250,1900,17,7/9/2018 17:34,3015111,3,1,522,174,174,174,174,0,174,174,174,0,230.83727,1.32665,1005037,3697.74918,1007377,1000774,2014337,1007168.5,294.86353,1007377,1006960,0,0,0,0,0,0,0,0,0,24,8,0.99499,0.33166,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.28.35-255.255.255.255-58447-1947-17,192.168.28.35,58447,255.255.255.255,1947,17,7/9/2018 17:35,81155682,2,1,80,40,40,40,40,0,40,40,40,0,1.47864,0.03697,4.06E+07,397676.8537,4.09E+07,4.03E+07,4.09E+07,4.09E+07,0,4.09E+07,4.09E+07,0,0,0,0,0,0,0,0,0,16,8,0.02464,0.01232,40,40,40,0,0,0,0,0,0,0,0,0,0,0,53.33333,40,40,0,0,0,0,0,0,2,80,1,40,-1,-1,2,0,0,0,0,0,4.06E+07,397676.8537,4.09E+07,4.03E+07,No Label
192.168.39.25-239.255.255.250-56669-1900-17,192.168.39.25,56669,239.255.255.250,1900,17,7/9/2018 17:34,3002412,3,1,522,174,174,174,174,0,174,174,174,0,231.81362,1.33226,1000804,558.2177,1001353,1000237,2001059,1000529.5,413.65747,1000822,1000237,0,0,0,0,0,0,0,0,0,24,8,0.9992,0.33307,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.217.0.97-192.168.10.20-443-61306-17,192.168.10.20,61306,172.217.0.97,443,17,7/9/2018 17:36,15525161,56,78,7175,95023,1350,23,128.125,307.16031,1350,20,1218.24359,382.36982,6582.73367,8.63115,116730.5338,1299989.229,1.50E+07,1,1.55E+07,281786.0364,2020821.376,1.50E+07,8,1.55E+07,201625.4675,1711350.158,1.50E+07,1,0,0,0,0,448,624,3.60705,5.0241,20,1350,767.02222,643.72033,414375.8577,0,0,0,0,0,0,0,0,1,772.74627,128.125,1218.24359,0,0,0,0,0,0,56,7175,78,95023,-1,-1,56,0,507212,0,507212,507212,1.50E+07,0,1.50E+07,1.50E+07,No Label
192.168.255.255-192.168.39.25-137-137-17,192.168.39.25,137,192.168.255.255,137,17,7/9/2018 17:35,44577328,3,1,150,50,50,50,50,0,50,50,50,0,4.48659,0.08973,1.49E+07,2.44E+07,4.31E+07,753022,1506160,753080,82.02439,753138,753022,0,0,0,0,0,0,0,0,0,24,8,0.0673,0.02243,50,50,50,0,0,0,0,0,0,0,0,0,0,0,62.5,50,50,0,0,0,0,0,0,3,150,1,50,-1,-1,3,0,0,0,0,0,4.31E+07,0,4.31E+07,4.31E+07,No Label
192.168.39.21-239.255.255.250-56720-1900-17,192.168.39.21,56720,239.255.255.250,1900,17,7/9/2018 17:33,3028424,3,1,522,174,174,174,174,0,174,174,174,0,229.82251,1.32082,1009474.667,10840.38497,1021612,1000755,2027669,1013834.5,10999.04598,1021612,1006057,0,0,0,0,0,0,0,0,0,24,8,0.99061,0.3302,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.39.28-239.255.255.250-55507-1900-17,192.168.39.28,55507,239.255.255.250,1900,17,7/9/2018 17:34,3008692,3,1,522,174,174,174,174,0,174,174,174,0,231.32976,1.32948,1002897.333,1556.3651,1003842,1001101,2004850,1002425,1872.41876,1003749,1001101,0,0,0,0,0,0,0,0,0,24,8,0.99711,0.33237,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.20.32-239.255.255.250-55878-1900-17,192.168.20.32,55878,239.255.255.250,1900,17,7/9/2018 17:33,3014122,3,1,522,174,174,174,174,0,174,174,174,0,230.91302,1.32709,1004707.333,7021.68757,1012813,1000488,2013634,1006817,8479.62452,1012813,1000821,0,0,0,0,0,0,0,0,0,24,8,0.99531,0.33177,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.255.255-192.168.20.21-137-137-17,192.168.20.21,137,192.168.255.255,137,17,7/9/2018 17:36,19799999,8,1,400,50,50,50,50,0,50,50,50,0,22.72727,0.45455,2474999.875,3586434.535,1.07E+07,749545,1.91E+07,2721493.429,3799892.119,1.07E+07,749587,0,0,0,0,0,0,0,0,0,64,8,0.40404,0.05051,50,50,50,0,0,0,0,0,0,0,0,0,0,0,55.55556,50,50,0,0,0,0,0,0,8,400,1,50,-1,-1,8,0,7599783,0,7599783,7599783,1.07E+07,0,1.07E+07,1.07E+07,No Label
192.168.21.3-224.0.0.251-5353-5353-17,192.168.21.3,5353,224.0.0.251,5353,17,7/9/2018 17:35,97422402,2,1,167,86,86,81,83.5,3.53553,86,86,86,0,2.59694,0.03079,4.87E+07,2.96E+07,6.97E+07,2.78E+07,6.97E+07,6.97E+07,0,6.97E+07,6.97E+07,0,0,0,0,0,0,0,0,0,16,8,0.02053,0.01026,81,86,84.75,2.5,6.25,0,0,0,0,0,0,0,0,0,113,83.5,86,0,0,0,0,0,0,2,167,1,86,-1,-1,2,0,0,0,0,0,4.87E+07,2.96E+07,6.97E+07,2.78E+07,No Label
192.168.39.17-224.0.0.252-58064-5355-17,192.168.39.17,58064,224.0.0.252,5355,17,7/9/2018 17:35,89830,1,1,26,26,26,26,26,0,26,26,26,0,578.8712,22.26428,89830,0,89830,89830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11.13214,11.13214,26,26,26,0,0,0,0,0,0,0,0,0,0,1,39,26,26,0,0,0,0,0,0,1,26,1,26,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,7/9/2018 17:36,14718594,3,1,0,0,0,0,0,0,0,0,0,0,0,0.27177,4906198,2468301.853,7452687,2524324,1.22E+07,6097135,1917040.023,7452687,4741583,0,0,0,0,0,0,0,0,0,0,0,0.20382,0.06794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,7265907,0,7265907,7265907,7452687,0,7452687,7452687,No Label
192.168.1.1-192.168.10.20-53-57665-17,192.168.10.20,57665,192.168.1.1,53,17,7/9/2018 17:36,682,0,2,0,334,0,0,0,0,301,33,167,189.50462,489736.0704,2932.55132,682,0,682,682,0,0,0,0,0,682,682,0,682,682,0,0,0,0,0,16,0,2932.55132,33,301,122.33333,154.72987,23941.33333,0,0,0,0,0,0,0,0,0,183.5,0,167,0,0,0,0,0,0,0,0,2,334,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.9.23-239.255.255.250-53874-1900-17,192.168.9.23,53874,239.255.255.250,1900,17,7/9/2018 17:33,3021881,3,1,507,169,169,169,169,0,169,169,169,0,223.70173,1.32368,1007293.667,2093.34214,1009673,1005735,2015408,1007704,2784.5865,1009673,1005735,0,0,0,0,0,0,0,0,0,24,8,0.99276,0.33092,169,169,169,0,0,0,0,0,0,0,0,0,0,0,211.25,169,169,0,0,0,0,0,0,3,507,1,169,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.20.31-239.255.255.250-61693-1900-17,192.168.20.31,61693,239.255.255.250,1900,17,7/9/2018 17:34,3014376,3,1,522,174,174,174,174,0,174,174,174,0,230.89356,1.32697,1004792,6840.53909,1012627,1000007,2001749,1000874.5,1226.83027,1001742,1000007,0,0,0,0,0,0,0,0,0,24,8,0.99523,0.33174,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.20.32-239.255.255.250-55971-1900-17,192.168.20.32,55971,239.255.255.250,1900,17,7/9/2018 17:35,3001272,3,1,522,174,174,174,174,0,174,174,174,0,231.90167,1.33277,1000424,191.63507,1000624,1000242,2001030,1000515,154.14928,1000624,1000406,0,0,0,0,0,0,0,0,0,24,8,0.99958,0.33319,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.27.30-239.255.255.250-54128-1900-17,192.168.27.30,54128,239.255.255.250,1900,17,7/9/2018 17:33,3000892,3,1,522,174,174,174,174,0,174,174,174,0,231.93104,1.33294,1000297.333,334.01547,1000683,1000101,2000209,1000104.5,4.94975,1000108,1000101,0,0,0,0,0,0,0,0,0,24,8,0.9997,0.33323,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.39.25-239.255.255.250-54641-1900-17,192.168.39.25,54641,239.255.255.250,1900,17,7/9/2018 17:36,3002320,3,1,522,174,174,174,174,0,174,174,174,0,231.82073,1.3323,1000773.333,439.75486,1001281,1000510,2001791,1000895.5,545.17933,1001281,1000510,0,0,0,0,0,0,0,0,0,24,8,0.99923,0.33308,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.20.31-239.255.255.250-53228-1900-17,192.168.20.31,53228,239.255.255.250,1900,17,7/9/2018 17:36,3002426,3,1,522,174,174,174,174,0,174,174,174,0,231.81254,1.33226,1000808.667,1175.13503,1001742,999489,2000684,1000342,1206.32417,1001195,999489,0,0,0,0,0,0,0,0,0,24,8,0.99919,0.33306,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.9.23-239.255.255.250-62481-1900-17,192.168.9.23,62481,239.255.255.250,1900,17,7/9/2018 17:35,3018725,3,1,507,169,169,169,169,0,169,169,169,0,223.9356,1.32506,1006241.667,1502.99246,1007698,1004696,2011027,1005513.5,1156.11959,1006331,1004696,0,0,0,0,0,0,0,0,0,24,8,0.9938,0.33127,169,169,169,0,0,0,0,0,0,0,0,0,0,0,211.25,169,169,0,0,0,0,0,0,3,507,1,169,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.217.0.227-192.168.10.20-443-57666-17,192.168.10.20,57666,172.217.0.227,443,17,7/9/2018 17:36,15028273,13,13,4407,4646,1350,23,339,470.82569,1350,18,357.38462,570.98782,602.39789,1.73007,601130.92,2944139.439,1.47E+07,0,1.50E+07,1250067.417,4245986.491,1.47E+07,17,1.50E+07,1252356.083,4254067.296,1.48E+07,0,0,0,0,0,104,104,0.86504,0.86504,18,1350,385.2963,538.55546,290041.9858,0,0,0,0,0,0,0,0,1,400.11538,339,357.38462,0,0,0,0,0,0,13,4407,13,4646,-1,-1,13,0,268713,0,268713,268713,1.47E+07,0,1.47E+07,1.47E+07,No Label
192.168.10.20-66.97.30.141-63081-443-17,66.97.30.141,443,192.168.10.20,63081,17,7/9/2018 17:34,31462119,9448,1187,1.27E+07,40522,1350,22,1340.01619,91.93045,652,29,34.13816,50.35993,403691.6585,338.02555,2958.63447,120732.7227,5843546,0,3.15E+07,3329.67439,128238.449,5848810,0,3.15E+07,26527.92496,360886.3252,5848667,16,0,0,0,0,75584,9496,300.29764,37.72791,22,1350,1194.21277,420.60523,176908.761,0,0,0,0,0,0,0,0,0,1194.32506,1340.01619,34.13816,0,0,0,0,0,0,9448,12660473,1187,40522,-1,-1,9448,0,3218526.667,2627399.494,4903338,191107,5615603.333,220161.1678,5843546,5404151,No Label
192.168.19.27-239.255.255.250-53077-1900-17,192.168.19.27,53077,239.255.255.250,1900,17,7/9/2018 17:32,3002155,3,1,522,174,174,174,174,0,174,174,174,0,231.83347,1.33238,1000718.333,531.68819,1001182,1000138,2001320,1000660,738.21948,1001182,1000138,0,0,0,0,0,0,0,0,0,24,8,0.99928,0.33309,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.27.29-239.255.255.250-53525-1900-17,192.168.27.29,53525,239.255.255.250,1900,17,7/9/2018 17:33,3014100,3,1,522,174,174,174,174,0,174,174,174,0,230.9147,1.3271,1004700,3592.51903,1007693,1000716,2008409,1004204.5,4933.48401,1007693,1000716,0,0,0,0,0,0,0,0,0,24,8,0.99532,0.33177,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.37.21-239.255.255.250-62114-1900-17,192.168.37.21,62114,239.255.255.250,1900,17,7/9/2018 17:34,3000584,3,1,522,174,174,174,174,0,174,174,174,0,231.95485,1.33307,1000194.667,43.03874,1000221,1000145,2000366,1000183,53.74012,1000221,1000145,0,0,0,0,0,0,0,0,0,24,8,0.99981,0.33327,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.2.25-239.255.255.250-52390-1900-17,192.168.2.25,52390,239.255.255.250,1900,17,7/9/2018 17:35,3002339,3,1,513,171,171,171,171,0,171,171,171,0,227.82237,1.33229,1000779.667,359.89767,1001124,1000406,2001215,1000607.5,284.96403,1000809,1000406,0,0,0,0,0,0,0,0,0,24,8,0.99922,0.33307,171,171,171,0,0,0,0,0,0,0,0,0,0,0,213.75,171,171,0,0,0,0,0,0,3,513,1,171,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.11.28-239.255.255.250-49257-1900-17,192.168.11.28,49257,239.255.255.250,1900,17,7/9/2018 17:36,3018733,3,1,522,174,174,174,174,0,174,174,174,0,230.5603,1.32506,1006244.333,1839.796,1007661,1004165,2011072,1005536,1938.88679,1006907,1004165,0,0,0,0,0,0,0,0,0,24,8,0.99379,0.33126,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.17.16-239.255.255.250-49983-1900-17,192.168.17.16,49983,239.255.255.250,1900,17,7/9/2018 17:35,3001208,3,1,522,174,174,174,174,0,174,174,174,0,231.90662,1.3328,1000402.667,493.07335,1000972,1000114,2001086,1000543,606.69762,1000972,1000114,0,0,0,0,0,0,0,0,0,24,8,0.9996,0.3332,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.19.27-255.255.255.255-68-67-17,192.168.19.27,68,255.255.255.255,67,17,7/9/2018 17:33,96412760,1,1,300,300,300,300,300,0,300,300,300,0,6.22324,0.02074,9.64E+07,0,9.64E+07,9.64E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.01037,0.01037,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,9.64E+07,0,9.64E+07,9.64E+07,No Label
192.168.1.1-192.168.10.20-53-57820-17,192.168.10.20,57820,192.168.1.1,53,17,7/9/2018 17:36,9598,0,2,0,432,0,0,0,0,390,42,216,246.07316,45009.37695,208.37675,9598,0,9598,9598,0,0,0,0,0,9598,9598,0,9598,9598,0,0,0,0,0,16,0,208.37675,42,390,158,200.91789,40368,0,0,0,0,0,0,0,0,0,237,0,216,0,0,0,0,0,0,0,0,2,432,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.255.255-192.168.1.1-137-137-17,192.168.1.1,137,192.168.255.255,137,17,7/9/2018 17:34,19100577,9,1,612,68,68,68,68,0,68,68,68,0,35.60102,0.52354,2122286.333,3549064.515,1.14E+07,1,1.91E+07,2387572,3697484.947,1.14E+07,188,0,0,0,0,0,0,0,0,0,72,8,0.47119,0.05235,68,68,68,0,0,0,0,0,0,0,0,0,0,0,74.8,68,68,0,0,0,0,0,0,9,612,1,68,-1,-1,9,0,1,0,1,1,1.14E+07,0,1.14E+07,1.14E+07,No Label
192.168.17.16-239.255.255.250-63855-1900-17,192.168.17.16,63855,239.255.255.250,1900,17,7/9/2018 17:33,3295745,3,1,522,174,174,174,174,0,174,174,174,0,211.18139,1.21369,1098581.667,169622.6725,1294444,1000093,2001301,1000650.5,788.42406,1001208,1000093,0,0,0,0,0,0,0,0,0,24,8,0.91026,0.30342,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.255.255-192.168.22.10-1534-1534-17,192.168.22.10,1534,192.168.255.255,1534,17,7/9/2018 17:36,15000962,1,1,8,8,8,8,8,0,8,8,8,0,1.0666,0.13332,1.50E+07,0,1.50E+07,1.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.06666,0.06666,8,8,8,0,0,0,0,0,0,0,0,0,0,1,12,8,8,0,0,0,0,0,0,1,8,1,8,-1,-1,1,0,0,0,0,0,1.50E+07,0,1.50E+07,1.50E+07,No Label
192.168.1.1-192.168.10.20-53-63286-17,192.168.10.20,63286,192.168.1.1,53,17,7/9/2018 17:35,863,0,2,0,328,0,0,0,0,295,33,164,185.26198,380069.5249,2317.4971,863,0,863,863,0,0,0,0,0,863,863,0,863,863,0,0,0,0,0,16,0,2317.4971,33,295,120.33333,151.26577,22881.33333,0,0,0,0,0,0,0,0,0,180.5,0,164,0,0,0,0,0,0,0,0,2,328,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.39.25-239.255.255.250-58786-1900-17,192.168.39.25,58786,239.255.255.250,1900,17,7/9/2018 17:32,3002072,3,1,522,174,174,174,174,0,174,174,174,0,231.83988,1.33241,1000690.667,298.03747,1001028,1000463,2001044,1000522,83.4386,1000581,1000463,0,0,0,0,0,0,0,0,0,24,8,0.99931,0.3331,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.217.2.110-192.168.10.20-443-60107-17,192.168.10.20,60107,172.217.2.110,443,17,7/9/2018 17:33,100023170,17,27,4615,1635,837,29,271.47059,280.44811,579,18,60.55556,107.63697,62.48552,0.4399,2326120.233,6225306.752,2.60E+07,0,1.00E+08,6249633.313,9075339.944,2.60E+07,27304,1.00E+08,3846960.038,7684562.135,2.60E+07,0,0,0,0,0,136,216,0.16996,0.26994,18,837,151.75556,224.13441,50236.23434,0,0,0,0,0,0,0,0,1,155.20455,271.47059,60.55556,0,0,0,0,0,0,17,4615,27,1635,-1,-1,17,0,1118577.2,2055063.415,4751196,27304,1.81E+07,6848621.884,2.60E+07,9246785,No Label
172.217.0.98-192.168.10.20-443-59043-17,192.168.10.20,59043,172.217.0.98,443,17,7/9/2018 17:36,3591275,33,62,3656,69584,1350,28,110.78788,274.24792,1350,16,1122.32258,470.63702,20393.87126,26.453,38205.05319,354638.5607,3439557,1,3562284,111321.375,607406.6851,3439557,30,3591275,58873.36066,443633.5757,3466635,1,0,0,0,0,264,496,9.18894,17.26406,16,1350,776.97917,634.83601,403016.7575,0,0,0,0,0,0,0,0,1,785.15789,110.78788,1122.32258,0,0,0,0,0,0,33,3656,62,69584,-1,-1,33,0,0,0,0,0,0,0,0,0,No Label
192.168.39.26-239.255.255.250-64567-1900-17,192.168.39.26,64567,239.255.255.250,1900,17,7/9/2018 17:33,3004349,3,1,522,174,174,174,174,0,174,174,174,0,231.66416,1.3314,1001449.667,156.92142,1001552,1001269,2003080,1001540,16.97056,1001552,1001528,0,0,0,0,0,0,0,0,0,24,8,0.99855,0.33285,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.19.27-239.255.255.250-57678-1900-17,192.168.19.27,57678,239.255.255.250,1900,17,7/9/2018 17:34,3001326,3,1,522,174,174,174,174,0,174,174,174,0,231.8975,1.33274,1000442,505.58975,1001023,1000102,2000303,1000151.5,70.00357,1000201,1000102,0,0,0,0,0,0,0,0,0,24,8,0.99956,0.33319,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.10.20-52.165.171.165-56646-443-6,192.168.10.20,56646,52.165.171.165,443,6,7/9/2018 17:36,69571,1,2,0,198,0,0,0,0,125,73,99,36.76955,2846.01343,43.12142,34785.5,7117.02975,39818,29753,0,0,0,0,0,29753,29753,0,29753,29753,0,1,0,0,20,40,14.37381,28.74761,0,125,67.75,51.38985,2640.91667,0,0,0,1,1,0,0,0,2,90.33333,0,99,0,0,0,0,0,0,1,0,2,198,-1,7754,0,0,0,0,0,0,0,0,0,0,No Label
192.168.27.30-239.255.255.250-60961-1900-17,192.168.27.30,60961,239.255.255.250,1900,17,7/9/2018 17:35,3001926,3,1,522,174,174,174,174,0,174,174,174,0,231.85115,1.33248,1000642,530.60437,1001063,1000046,2000863,1000431.5,545.17933,1000817,1000046,0,0,0,0,0,0,0,0,0,24,8,0.99936,0.33312,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.255.255-192.168.39.21-17500-17500-17,192.168.39.21,17500,192.168.255.255,17500,17,7/9/2018 17:36,7733204,1,1,156,146,156,156,156,0,146,146,146,0,39.05238,0.25863,7733204,0,7733204,7733204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.12931,0.12931,146,156,149.33333,5.7735,33.33333,0,0,0,0,0,0,0,0,1,224,156,146,0,0,0,0,0,0,1,156,1,146,-1,-1,1,0,0,0,0,0,7733204,0,7733204,7733204,No Label
0.31.51.51-3.0.3.1-0-0-0,0.31.51.51,0,3.0.3.1,0,0,7/9/2018 17:36,30315432,61,1,0,0,0,0,0,0,0,0,0,0,0,2.04516,496974.2951,215553.5517,764882,235128,3.00E+07,500011.5,216052.3294,764882,235128,0,0,0,0,0,0,0,0,0,0,0,2.01218,0.03299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.27.28-239.255.255.250-49535-1900-17,192.168.27.28,49535,239.255.255.250,1900,17,7/9/2018 17:33,3010422,3,1,522,174,174,174,174,0,174,174,174,0,231.19682,1.32872,1003474,3023.91733,1006540,1000494,2003882,1001941,2046.36702,1003388,1000494,0,0,0,0,0,0,0,0,0,24,8,0.99654,0.33218,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.9.16-239.255.255.250-52994-1900-17,192.168.9.16,52994,239.255.255.250,1900,17,7/9/2018 17:37,2005728,2,1,348,174,174,174,174,0,174,174,174,0,260.25463,1.49572,1002864,7619.78267,1008252,997476,1008252,1008252,0,1008252,1008252,0,0,0,0,0,0,0,0,0,16,8,0.99714,0.49857,174,174,174,0,0,0,0,0,0,0,0,0,0,0,232,174,174,0,0,0,0,0,0,2,348,1,174,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
